Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
Q86YH6	Q86YH6	DLP1_HUMAN	PDSS2	All trans-polyprenyl-diphosphate synthase PDSS2	1028.06		1183.93	781.342	839.048	1088.44		1206.51	1276.5	855.058	1214.48	710.361	1080.98		1238.29	1053.29	1764.11	1098.9	985.876				617.427	456.358	975.435	884.07	1048.52	764.597	969.116		930.713		1129.44	842.377	949.222	629.664		986.446	1107.07		1021.73	414.733	1063.07		216.874	1104.55	1359.4	897.453	836.329	
Q86YP4	Q86YP4	P66A_HUMAN	GATAD2A	Transcriptional repressor p66-alpha	14926.7	15852.4	16440.7	18585.4	17780.5	18712.2	17694.9	15224.3	15926.3	15763.7	22195.3	19594	20829.3	16534.6	19026.5	20610.4	21793.6	15759.9	12906.6	16900.8	16970.3	15678.1	17310.8	13332.8	16323.5	17226.3	22309.6	15820.7	19681.2	23658.4	20766.9	19023.3	13824.5	19961.7	25047	16384.7	22309.9	16340.1	18097	18436.1	17293.7	16751.9	16678.3	15630.3	18980.1	19936.5	16292.9	19992.3	19088.4	15122.2
Q86YS6	Q86YS6	RAB43_HUMAN	RAB43	Ras-related protein Rab-43	13818.3	9783.73	13595.2	12571.4	13700.4	15469	13945.5	17507.1	6241	15177.1	7047.97	12148.7	12488	12292.4	9347.35	16539.3	8138.13	12738.5	18082.1	11242.8	15984.7	13212.3	8085.14	12231.9	10916.1	14601.7	11639.5	9564.8	11089.7	10909.3	13152.3	10805.9	12522.2	9589.33	11122.7	15080.3	7932.39	12835.4	12694.2	9460.22	14956.9	5599.81	17046	7927.58	12822.1	12573.9	13928	10168.7	11497.3	14432.9
Q86YS7	Q86YS7	C2CD5_HUMAN	C2CD5	C2 domain-containing protein 5	6213.36	8299.02	5429.69	7979.02	6875.03	7744.6	6893.93	6788.06	8599.87	6820.91	8100.6	6307.94	6963.22	6679.34	7486.45	6050.86	8468.6	7255.52	5254.11	10143.2	6450.52	7424.69	7674.44	7639.95	7350.33	6846.42	7923.19	7551.23	7778.64	7278.51	5707.89	5970.94	5879.02	9018.44	8622.23	4663.64	7664.08	8359.59	7587.38	9950.98	6363.82	9512.28	7336.18	7336.32	6758.21	8261.11	8144.67	9376.28	8979.2	6686.07
Q86YT6	Q86YT6	MIB1_HUMAN	MIB1	E3 ubiquitin-protein ligase MIB1	853.428	1360.51	1007.69	1277.09		1004.73	1531.13	866.079	683.546	1101.92		894.221	1098.56		1248.79		2072.27	1222.12	650.049		1187.26		1731.95		1138.46	895.519	979.897	1000.09	922.136		669.384	2092.85	928.069	1059.6	1229.64		643.078	972.874	809.144		705.893	804.438	844.126	1322.01	1350.79	1338.36	1157.02	1321.12	1081.89	1103.19
Q86YV0	Q86YV0	RASL3_HUMAN	RASAL3	RAS protein activator like-3	12387.2	23600.2	19473.3	15569.8	18405.5	21641	18346.4	18433.9	20759.4	19133.4	31809.7	20725.3	17666.8	19707.8	18936.8	22259.8	33439.6	23091	15744.4	28470.8	18604.7	22973.3	25432.6	19626.2	21559	15032.2	17111.9	15285.4	19425.7	29375.9	22179.5	12797.9	16126.8	26850.2	26483.1	13447.8	30678.9	18801.8	20031.9	27326	11576.4	23231.5	17964.9	21899	19023.3	19041.5	16825.9	24201.5	40705.4	21090.8
Q86YV5	Q86YV5	PRAG1_HUMAN	PRAG1	Inactive tyrosine-protein kinase PRAG1	8797.15	12394	10290	14653.9	13746.1	12559.5	14616.7	10644	13088.5	14583.4	9259.44	14199.4	13505	9444.81	8048.44	12214.6	7192.9	14780	14288.8	13536.7	16694.3	12200.8	12086.1	14526.5	12720.8	11299	16126.5	14127.3	15430.8	9533.34	11831.1	11885.7	6617.06	9647.58	9989.94	6395.82	8849.38	14928	11554.9	11860.8	9307.51	12065.7	16378.6	13376	13335.8	14847.2	7202.63	13759.9	6439.99	12554.7
Q86YV9	Q86YV9	HPS6_HUMAN	HPS6	Hermansky-Pudlak syndrome 6 protein	4814.9	4417.86	5180.16	4893.21	5893.28	4875.28	4873.03	4590.28	5245.17	4716.24	3483.17	5388.66	4130.38	4243.76	4291.43	5120.97	3554.72	6102.36	4545.13	5236.29	5655.97	6054.54	4655.48	5433.77	5673.75	4312.79	5534.83	4834.48	5361.53	5984.24	4968.71	5120.04	5210.3	5352.22	3667.68	4352.55	3772.75	5423.78	4575.12	5265.32	5298.88	4684.35	5658.13	5156.23	5061.58	5248.59	5053.15	5187.66	4319.24	6042.2
Q86YW5	Q86YW5	TRML1_HUMAN	TREML1	Trem-like transcript 1 protein	927.24		664.427		7887.06	3830.34	1524.83	1451.98	1671.74	1522.32	4811		1492.45	2209.95	7368.73	4704.25	1647.01	4091.48		1557.03		2987.69	3911.71	3351.5	3590.83	728.355	3052.57		3034.34	27602.7			997.119	11882.5	16340	1943.75	2712.72	966.852	3903.45	2604.17			490.474		3163.39			5674.71	3422.32	1208.93
Q86YZ3	Q86YZ3	HORN_HUMAN	HRNR	Hornerin			217.006		2809.54					3106.87				474.656														4098.21		4061.66	1460.82	633.408	792.426													517.391	823.759			943.587
Q8IU60	Q8IU60	DCP2_HUMAN	DCP2	m7GpppN-mRNA hydrolase	1640.12	1889.48	1874.13	2072.27	2651.25	2399.77	2853.45	1909.41	2732.44	1637.48	2217.88	1509.51	3006.53	2758.47	1979.53	1915.03	2172.91	1985.59	3813.53		1836.88	4100.11		2103.38	1823.91	1949.73	1820.83	2370.86	2000.1	3075.61	2650.7	3735	2207.66	3453.44	2762.17	1370.6	2995.78	2368.52	2184.49	2383.2	1816.19	2270.7	2621.52	2087.65	3441.62	2016.44	1266.29	1804.77	2904.87	2021.21
Q8IU68	Q8IU68	TMC8_HUMAN	TMC8	Transmembrane channel-like protein 8	2891.17	4781.48	1010.7	2567.52	3941.92	2821.73	2731.48	2160.12	5028.68	2298.19	3821.49	2894.8	1739.78	3196.58	2035.19	4093.26	3032.67	2652.82	1434.92	4200.44	2807.55	1230.04	2780.09	1951.59	2882.63	1602.99	1605.52	2995.98	2647.25	3978.19	3729.76	1682.68	1550.96	3899.89	3842.29	2965.8	3148.41	2480.58	2480.35	4446.18	4100.81	5020.71	1478.96	2128.32	1576.79	1362.93	3931.5	3127.84	2875.13	2149.59
Q8IU81	Q8IU81	I2BP1_HUMAN	IRF2BP1	Interferon regulatory factor 2-binding protein 1	10939.2	8622.03	8362.54	8523.44	8137.65	8947.91	6807.48	8923.03	6709.67	6960.03	10158.3	7949.01	8807.44	10129.3	11097	9229.68	8541.16	7932.09	6875.45	6564.46	8113.71	11085.4	5970.98	8375.99	8328.6	6537.43	8082.61	9385.69	8434.06	8317.91	7778.06	9242.87	7074.25	5989.23	8172.81	8509.38	7873.63	7784.95	8871.01	6869.54	9056.52	8086.24	7391.8	8543.65	9169.91	8418.09	9117.58	6127.72	8634.12	7128.12
Q8IU85	Q8IU85	KCC1D_HUMAN	CAMK1D	Calcium/calmodulin-dependent protein kinase type 1D	6045.87	8464.66	6210.02	7750.22	2778.15	4717.37	6460.15	5276.62	7721.56	4519.2	8095.93	5391.08	4537.49	4113.73	5487.37	6150.34	11563	5392.35	5448.18	10968.8	5865.15	3638.29	5371.62	4796.38	7971.6	4954.5	6821.18	3869.51	5197.14	3294.84	6771.83	2435.03	3577.22	8738.7	9499.21	2406.52	10964.1	4732.25	5211.59	5778.88	5574.5	6412	6408.58	4103.66	4979.79	3785.44	5892.93	8333.87	5276.86	2952.9
Q8IUC1	Q8IUC1	KR111_HUMAN	KRTAP11-1	Keratin-associated protein 11-1																																		18413.2																
Q8IUD2	Q8IUD2	RB6I2_HUMAN	ERC1	ELKS/Rab6-interacting/CAST family member 1	3642.72	3003.67	2567.57	4114.27	3068.66	2848.3	2739.6	3087.62	3272.55	2780.96	3838.15	3089.11	2819.35	3421.68	4436.78	3005.13	4320.98	3203.49	3853.64	4388.13	2812.92	2755.64	3654.13	3962.13	3926.35	3333.82	3748.87	3717.15	4417.09	3821.34	3334.95	2704.08	3362.54	3461.23	3377.35	3292.59	3253.9	3558.6	3589.9	3723.83	3002.93	2802.23	3350.73	4111.13	2432.16	3432.94	4046.11	4129.4	3671.39	3592.61
Q8IUD6	Q8IUD6	RN135_HUMAN	RNF135	E3 ubiquitin-protein ligase RNF135	174.6	1691.17	435.704	470.093	539.474	745.299				466.511	384.878	402.534	373.335	736.291	622.32	708.638		274.381		996.078	583.498		574.668	539.645	915.153	456.629	641.944	824.722	406.05	557.149	339.159	510.675	446.654	745.93	466.914		780.201	567.383	385.943	451.957	273.001	1179.23	624.141	432.307	416.389	434.47	905.48	844.922	389.426	255.191
Q8IUE6	Q8IUE6	H2A2B_HUMAN	H2AC21	Histone H2A type 2-B	1.14161e+06	225308	727898	1.02941e+06	952071	1.33143e+06	1.48139e+06	1.30589e+06	839278	882700	1.01771e+06	1.30669e+06	1.14629e+06	650203	470766	1.91864e+06	884903	1.33948e+06		947391					847990	745379	827162	664609	729452	843490	656929	1.08343e+06	804818	945250	845457	1.04755e+06	1.04491e+06	1.05208e+06	895809	733128	1.04097e+06	646784	1.0606e+06	740536	1.18862e+06	811383	780981	1.06312e+06	976133	763060
Q8IUF8	Q8IUF8	RIOX2_HUMAN	RIOX2	Ribosomal oxygenase 2	6071.27	7058.52	7105.88	7644.21	6995.58	9205.02	5991.3	7674.29	10229	8490.65	7080.12	8839.14	8610.71	12182.1	6041.16	8543.16	9536.42	7326.75	9706.44	7447.43	8146.22	6584.39	10311.1	9182.28	8580.17	7047.77	7229.07	5802.86	7530.1	7323.52	5756.49	7521.51	6269.53	10122.9	8478.8	7669.85	7946.22	6848.23	7593.24	7774.14	9046.12	5651.5	4581.06	6699.99	5751.11	5128.22	8525.39	7757.06	9302.07	6856.27
Q8IUG1	Q8IUG1	KRA13_HUMAN	KRTAP1-3	Keratin-associated protein 1-3																																		3321.53																
Q8IUG5	Q8IUG5	MY18B_HUMAN	MYO18B	Unconventional myosin-XVIIIb	5212.07	2758.29	2730.7	8733.32	5487.81	4245.41	4501.74	4684.9	2171.09		4702.97		5426.42	1781.2	4855.3	12249	5447.99		4574.82	2962.77			5854.14	9825.72	2457.53	2729.13			5853.21			6518.95		3789.85		25337.5	7827.03	3657.41	4072.51			5557.14	7156.45	4648.48	11271.6		3339.55	4709.77	3983.47	
Q8IUH3	Q8IUH3	RBM45_HUMAN	RBM45	RNA-binding protein 45	3223.45	2471.48	3013.36	3050.64	2974.75	3507.28	3208.44	2782.31	3167.78	3660.06	2524.28	3438.18	3532.13	3193.88	3769.3	2878.78	2224.71	3190.45	3510.28	2375.32	3789.89	2262.55	3156.91	2982.59	3631.17	2822.36	3264.77	2875.17	3303.88	2795.56	3559.25	4250.14	3423.36	3136.3	3096.35	1989.2	2529.84	2869.95	3100.42	2512.58	3000.78	2103.46	2903.33	3161.46	3031	3374.13	3260.29	2848.71	3156.85	2757.91
Q8IUH4	Q8IUH4	ZDH13_HUMAN	ZDHHC13	Palmitoyltransferase ZDHHC13	2673.29		2603.06	2250.01	3944.21	2623.41	3092.27	3756.33	2480	3040.51	2874.06	3758.55	3882.25	4349.23	4910.46	3628.2		3567.92	3825.51	2977.16	3746.27	4110.91		2892.14	2890.22	2684.98	2737.14	3561.74	2926.44	2526.52	2393.29	4421.58	3936.55	2630.11	1944.89	3367.66		3023.4	3285.39	3385.73	3530.37	3341.68	3370.67	3048.2	3205.4	3891.87	3278.55	3481.13	3337.27	5866.15
Q8IUH5	Q8IUH5	ZDH17_HUMAN	ZDHHC17	Palmitoyltransferase ZDHHC17	2129.15		792.277	2387.74		1953.73	941.402	1439.28	1618.02	1327.49	1319	1307.78	1820.11	1400.63	1964.36	1310.89	1729.1	1396.3	1561.05		1058.12		1612.07		2431.77	878.095	2434.56	935.319	2764.76		1253.25	1258.6	1868.73	1192.72	1398.83	1232.12	1037.73	1162.94	3207.79	1271.69	1282.96	1197.37	2190.75	3388.57	1055.82	1491.13	2428	2061.85	2109.17	1931.62
Q8IUI8	Q8IUI8	CRLF3_HUMAN	CRLF3	Cytokine receptor-like factor 3	31519.3	25533.4	27681.2	36662.4	29704.1	31506.9	31627.6	28779.7	30277	18631.7	38004.8	25292.3	34604.3	25025.9	16519.7	33116.2	30466.9	37529.8	34157.8	35246.8	35195	26560	34878.5	34434	29834.9	26274.5	29699.7	32541.3	26858.1	32603.2	41466.5	24498.4	20791.9	31566.7	34010.2	9002.54	33778.2	33133.4	31404.3	31790.1	24026.9	39592.3	34756.5	27798.9	38043.3	31688.1	24997.3	31120.9	29711.3	24884.5
Q8IUR0	Q8IUR0	TPPC5_HUMAN	TRAPPC5	Trafficking protein particle complex subunit 5	8384.62		9436.74	7335.96	17058.4	9213.84	9785.46	10827	13018.4	7633.23	6498.73	7266.48	11526.4	7328.6	9175.1	6271.33	16482.2	11838.3	5659.26	13616	7538.53		7581.84	8384.2	8160.59	8132.01	10310.7	14207	14049		9916.35	15048.9	15941.4	15829.9	9281.95	10447.2	9748.9	9444.93	12630.2	8721.15	14054.2	8268.85	16388.5	16030.7	12421.2	13534	15512.9	9927.77	8879.62	14036.7
Q8IUR6	Q8IUR6	CRERF_HUMAN	CREBRF	CREB3 regulatory factor	4251.27	3511.3	3475.01	4304.71	5118.33	3811.68	4081.35	4309.29	3924.84	3724.92	3949.95	4490.66	3569.58	3399.95	3720.02	4664.54	4172.37	4253.35	4285.8	4163.35	4520.08	4328.2	3894.08	4242.82	2939.8	3744.96	3179.41	3597.61	2850.19	3584.3	3278.27	4194.18	2554.84	3727.5	3855.54	3665.09	3395.22	3942.66	2796.08	3068.67	2878.43	3133.12	3656.58	3004.58	4263.05	3443.08	2738.79	2988.28	3549.02	3897.06
Q8IUR7	Q8IUR7	ARMC8_HUMAN	ARMC8	Armadillo repeat-containing protein 8	9336.44	8319.51	8282.53	8735.9	8545.99	7949.23	7852.89	8689.16	7564.32	8422.34	7564.89	7791.34	8992.26	8039.77	7497.97	8024.81	7428.39	8299.83	8197	6420.92	7712.13	6103.46	7830.37	7230.22	8282.81	9880.88	8398.9	9125.51	9354.44	8191.09	8254.56	6987.22	8781.65	8007.34	9539.04	9649.81	8503.02	8597.8	8222.57	8395.11	9253.89	8206.82	9937.49	9583.18	8135.3	8145.39	8731.25	7895.07	8799.44	7969.41
Q8IUW3	Q8IUW3	SPA2L_HUMAN	SPATA2L	Spermatogenesis-associated protein 2-like protein	513.141	607.68	628.675	344.261	606.084	647.524	508.378	693.599	569.434	153.221	822.523	310.574	492.805		384.56	721.764	708.754	900.556	660.012	585.619	881.794	1316.03		955.126	460.179	609.214	616.61	741.124	777.049	757.762	656.377	821.888	380.44	501.808	717.464	615.597	831.812	653.661	645.267	1054.96	422.14	629.015	455.189	1037.74	652.174	535.536	628.501	518.871	713.638	523.982
Q8IUX1	Q8IUX1	T126B_HUMAN	TMEM126B	Complex I assembly factor TMEM126B, mitochondrial	609.789	401.171	886.013	593.18	542.377	909.474	506.68	897.48	1235.93	751.377	1042.44	206.573	55.5419	1228.76	573.604	465.928	1371.26		817.729	434.428						1113.41	470.136	214.77	941.787	1137.04	797.815	561.866	1104.53	651.4	1269.31	2098.82	1035.99	724.412	648.629	1290.17	454.65		415.077	977.051	287.734	716.192	464.41	1077.86	1704.78	724.725
Q8IUX4	Q8IUX4	ABC3F_HUMAN	APOBEC3F	DNA dC->dU-editing enzyme APOBEC-3F	4618.58	4590.95	5237.33	5215.96	7959.46	14969.4	10154.5	8455.84	6033.71	7606.78	12994.2	8988.47	4776.26	6999.96	4358.01	6615.42	5846.2	6593.78	6756.28	3710.4	3898.53	8338.55	5449.92	6638.67	6642.32	7958.33	7671.91	7402.16	7243.58	8089.04	12831.9	13092.6	7506.77	6362.33	5900.59	6310.22	4998.4	14770.1	9008.76	4891.69	5748.61	4427.43	10009.6	8697.57	6754.11	9184.39	8823.36	6767.17	6173.9	9426.98
Q8IUZ5	Q8IUZ5	AT2L2_HUMAN	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	9281.43	7470.48	19899.4	10941.3	8881.98	12126.6	15294.4	12188.6	8136.61	12944.8	8357.24	11465.7	13146.1	9070.76	3569.31	8165.67	6241.76	13435.8	11906.7	9762.19	11298.2	10064.9	8703.98	9225.17	11843.2	12797.1	11829.3	10213.7	10238.7	9980.86	10854.5	7900.74	11080.6	9872.92	10086.3	5440.65	8171.42	10141	8017.35	8685.78	11209.3	10390.9	15923.9	7964.73	7812.7	9723.34	6972.28	9871.89	9183.05	15808
Q8IV04	Q8IV04	TB10C_HUMAN	TBC1D10C	Carabin	13967.9	25937.9	23267.7	16244	17966.1	20830	20664.7	17186.2	25869.9	13831.8	31704.9	24592.3	24284.9	18513.1	14726.3	25649.6	34387.8	19872.7	13892	28853.4	20796.1	16339.5	25530.3	16960	18849.9	18375.4	16099.6	14357.1	16220	23645.8	23677.8	14897.5	15113.9	31476	26776.8	11314.6	29894.4	24683.5	20828	19344.9	15402.8	28904.5	17183.6	18279.4	18691.4	17880	19120.3	24749	30139.6	14016.7
Q8IV08	Q8IV08	PLD3_HUMAN	PLD3	5'-3' exonuclease PLD3	5573.94	6535.74	6602.21	5170.49	9198.39	6715.65	5322.59	8214.17	6369.76	11045.5	14185.5	5795.67	9012.7	10622.7	5426.3	6887.49	9307.51	9002.91	6864.16	6990.58	5978.86	13636	9106.44	10638.2	7266.9	6851.59	6385.64	7851.7	7350.11	23644.7	8072.65	3126.36	6036.68	12377.7	11045.4	6810.78	15222	6114.09	6094.53	11840.7	7057.43	6401.63	6308.56	9834.4	9902.98	6465.61	4961.15	14433.1	9461.22	7616.08
Q8IV38	Q8IV38	ANKY2_HUMAN	ANKMY2	Ankyrin repeat and MYND domain-containing protein 2	4360.47	4257.05	5190.66	5413.43	4951.39	5055.55	5731.1	4692.97	5142.01	4656.08	3732.58	5068	5050.88	4318.94	2845.38	5640.56	4811.69	4791.63	5056.73	6690.15	4658.71	6678.4	6089.88	5341.68	3543.59	5377.82	4750.72	5543.54	5094.63	4823.92	6111.15	5125.62	4576.4	5487.75	5185.55	3437.44	3757.12	4592.16	5149.45	4009.04	7089.05	5555.16	6044.62	3626.07	4774.4	4837.68	3927.21	4577.43	3897.6	5770.24
Q8IV48	Q8IV48	ERI1_HUMAN	ERI1	3'-5' exoribonuclease 1	6278.54	6369.98	6975.64	5804.86	4967.76	5170.18	6054.64	6685.49	6550.88	6440.35	4938.83	5895.12	7222.03	5738.9	3466.18	4858.73	6129.24	7863.83	4784.15	6620.7	5214.17	3687.51	6928.45	9114.31	7092.49	9513.29	7019.83	5178.49	7181.75	3655.54	5759.9	4757.84	3009.69	5908.22	6340.93	4688.31	4552.48	5454.01	7449.78	4752.16	8916.26	7818.35	9014.3	8097.13	6387.34	6912.75	6438.67	6895.2	6995.24	7051.36
Q8IV50	Q8IV50;Q96S90	LYSM2_HUMAN	LYSMD2	LysM and putative peptidoglycan-binding domain-containing protein 2	14227.2	11412.7	18812.9	17897.4	9477.82	15592.6	8540.05	13845.4	10524.2	6596.83	11287.2	12794.4	11208.1	11500.4	12261.8	17118.5	13387.7	14475.8	11944.8	13544.2	14943	12176.1	7316.51	10136.2	12378.7	15829.3	10923.1	9478.04	13407.7	4565.61	7150.38	13044.8	10719.6	15158.2	12390.9	9890.74	13214.1	14207	13237.5	10952.5	12428.1	10189.2	19036	12273.7	14646.4	13459.3	11029.1	12573.5	14475.4	8354.94
Q8IV53	Q8IV53	DEN1C_HUMAN	DENND1C	DENN domain-containing protein 1C	10117.8	12595.9	13447.6	13622.7	15486.4	15244.2	15995.7	12698.6	16136.6	13455.6	20995.3	15054.2	10766.9	14713.1	10066.3	12692.8	10860.2	14819.9	12356.8	15773.4	13740.7	17971.9	15888.5	14633.9	14615.8	10780.4	16107.9	13591.7	18006	15893.5	14336	9848.48	9010.23	15896	21559.6	7273.4	23829.8	14380	15376.6	17357.6	12927.3	15194.1	14626.4	17790.5	13421.1	13210.3	14369.4	16235.9	17860.1	11327.3
Q8IV61	Q8IV61	GRP3_HUMAN	RASGRP3	Ras guanyl-releasing protein 3	1265.27		2910.12	2230.67	4453.88	5047.1	4120.07	3810.18		4985.22		3812.26	4398.25			3029.45	2504.78	3785.23	4014.58		3615.29	4525.81			2371.92	4137.69	1317.47	3648.59	2113.09	580.78	3808.66	3727.37	4826.58		2312.53	3644.42	615.974	3237.26	1686.59	2551.09	2008.27		4086.62	2707.28	3040.83	3100.58		2409.32	1983.33	3289.51
Q8IV63	Q8IV63	VRK3_HUMAN	VRK3	Inactive serine/threonine-protein kinase VRK3	4872.81	3637.03	5676.79	7078.4	7824.83	5788.17	6493.3	6432.43	7881.21	5557.64	7501.51	6148.85	7010.67	5358.83	3941.45	7186.27	7116.81	5613.52	6752.47	6430.86	5570.01	4694.23	4789.16	5533.06	3766.87	4513.68	7499.03	6621.13	6920.24	8799.77	7050.56	5009.04	3711.27	4579.67	8127.28	4166.34	6926.63	4879.77	4595.08	6456.21	4476.29	5336.5	6005.51	5593.59	6116.04	6826.57	4536.34	7724.97	6798.25	5328.95
Q8IVD9	Q8IVD9	NUDC3_HUMAN	NUDCD3	NudC domain-containing protein 3	3441.41	3880.09	5009.51	3516.69	3827.93	4842.12	3886.05	4947.27	3687.49	4470.65	3836.78	4247.55	3985.24	3671.26	5513.12	3062.38	3495.98	4332.45	3501.51	3349.09	3943.05	5105.23	3508.74	5150.42	4085.33	4493.8	2997.26	3795.83	3403.42	3799.79	3761.64	4737.76	3641.04	3170.4	3608.28	2671.74	3599.16	4373.05	4192.63	4575.29	4306.67	3948.19	4176.07	4284.21	4558.41	3430.2	4020.53	3889.36	3631.99	5539.77
Q8IVF2	Q8IVF2	AHNK2_HUMAN	AHNAK2	Protein AHNAK2	4221.58				3352.74	3244.21	1324.62	3841.8		1550.43	2486.28	3650	3713.77				1717.01	2140.36							3150.12	4944.32	2489	2650.91	2028.28		1339.28		2465.48	2705.44	4472.51	4040.29			2288.19	2507.88		2512.21	4146.52			3048.26	2737.82			3974.87
Q8IVG5	Q8IVG5	SAM9L_HUMAN	SAMD9L	Sterile alpha motif domain-containing protein 9-like	3884.83	2855.6	3846.69	3495.71	2763.57	2685.54	2700.12	3776.53	3648.95	2950.16	3858.05	2775.12	2221.01	5532.5	6922.2	3159.79	3320.04	3224.1	3344.22	3575.24	2613.73	4490.92	3496.95	3642.01	3045.7	3478.87	3038.27	3534.44	3041.83	3559.37	4980.35	4153.68	3947.61	3458.31	3045.17	2760.21	2664.4	3316.2	3269.02	3065.72	3459.42	4117.75	2767.75	3757.86	3290.59	3681.86	2449.73	3275.63	7150.34	3901.49
Q8IVH2	Q8IVH2	FOXP4_HUMAN	FOXP4	Forkhead box protein P4	868.38		724.943	828.473	1432.66	540.048	217.361	845.03		633.651	318.396	823.989	1313.99		1702.08	764.55	648.086		654.856		936.427				507.482	846.008	466.537		676.578		653.524	711.231	518.563					597.549	304.472	316.267	1026.99		624.664		898.61	554.115	636.34	416.272	855.319	569.631
Q8IVH4	Q8IVH4	MMAA_HUMAN	MMAA	Methylmalonic aciduria type A protein, mitochondrial	9150.93	11330.7	10400.7	9606.16	9653.78	9208.25	9054.84	9962.4	8869.69	10849.2	11083.1	10553.9	8131.4	7432.45	11909.9	9890.42	9040.72	10297.1	8494.27	6086.58	7809.84	9653.64	7468.67	9288.34	9067.45	12993.2	8635.91	10068	9048.7	6870.81	6594	12550.2	8761.6	8820.98	9016.42	18759	13725.9	10465.7	9973.18	10380.9	7431.02	10752.5	8571.28	9632.96	10468.5	7987.18	8829	9019.92	8960.08	6396.76
Q8IVM0	Q8IVM0	CCD50_HUMAN	CCDC50	Coiled-coil domain-containing protein 50	18926.6	21857.5	21327.9	22971.3	15813.1	20714.3	25034.9	21469.7	25658.5	9271.22	18250.9	4059.87	28732.2	31421	10334.9	21130.8	32560.5	20426.5	27113.3	24023	17501.6	12292.3	29831.3	17509.8	26859.4	24609.3	22178.8	17247.3	12831.6	11007.6	40063.1	14689.9	14180.4	3226.1	21375.7	12733.7	30479.3	18451.9	24660.2	21933	18103.2	42167.5	19872.2	16676.5	12243.6	19646.7	21887.5	25086	18753.4	16151.4
